,customerid,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
5186,17589,60,18,14049.87,3,5,5,13,Champions
5187,17590,2,3,1479.22,5,2,4,11,Loyal Customers
5188,17591,73,8,2776.67,3,4,4,11,Loyal Customers
5189,17592,739,1,148.3,1,1,1,3,At Risk
5190,17593,4,11,8095.8,5,4,5,14,Champions
5191,17594,85,4,2497.88,3,3,4,10,Loyal Customers
5192,17595,12,2,388.79,5,2,2,9,Needs Attention
5193,17596,23,13,4920.67,4,4,5,13,Champions
5194,17597,214,5,3484.09,2,3,5,10,Loyal Customers
5195,17598,381,1,409.98,2,1,2,5,At Risk
5196,17599,478,1,52.05,1,1,1,3,At Risk
5197,17600,18,1,161.67000000000002,5,1,1,7,Needs Attention
5198,17601,239,2,421.48,2,2,2,6,At Risk
5199,17602,2,14,7451.13,5,5,5,15,Champions
5200,17603,78,4,1793.48,3,3,4,10,Loyal Customers
5201,17604,217,6,945.9300000000001,2,3,3,8,Needs Attention
5202,17605,590,1,160.75,1,1,1,3,At Risk
5203,17606,737,1,87.30000000000001,1,1,1,3,At Risk
5204,17607,376,1,333.81,2,1,2,5,At Risk
5205,17608,33,4,498.53,4,3,2,9,Needs Attention
5206,17609,41,11,1894.34,4,4,4,12,Loyal Customers
5207,17610,540,5,1529.49,1,3,4,8,Needs Attention
5208,17611,7,28,8371.98,5,5,5,15,Champions
5209,17612,53,18,5394.86,4,5,5,14,Champions
5210,17613,23,14,4559.150000000001,4,5,5,14,Champions
5211,17614,57,1,390.07,4,1,2,7,Needs Attention
5212,17615,130,6,733.2,3,3,3,9,Needs Attention
5213,17616,174,4,1060.8,3,3,3,9,Needs Attention
5214,17617,559,1,395.33,1,1,2,4,At Risk
5215,17618,6,11,4073.2400000000002,5,4,5,14,Champions
5216,17619,312,1,218.52,2,1,1,4,At Risk
5217,17620,60,1,81.44,3,1,1,5,At Risk
5218,17621,21,6,3175.12,4,3,5,12,Loyal Customers
5219,17622,598,2,1130.21,1,2,3,6,At Risk
5220,17623,33,7,2383.67,4,3,4,11,Loyal Customers
5221,17624,15,4,1568.63,5,3,4,12,Loyal Customers
5222,17625,18,8,6067.8,5,4,5,14,Champions
5223,17626,603,1,254.0,1,1,1,3,At Risk
5224,17627,479,1,296.36,1,1,2,4,At Risk
5225,17628,81,1,75.75,3,1,1,5,At Risk
5226,17629,6,10,2455.52,5,4,4,13,Champions
5227,17630,170,2,503.59999999999997,3,2,2,7,Needs Attention
5228,17631,2,7,998.49,5,3,3,11,Loyal Customers
5229,17633,31,7,2057.39,4,3,4,11,Loyal Customers
5230,17634,36,9,2361.9700000000003,4,4,4,12,Loyal Customers
5231,17635,424,3,1265.58,1,2,4,7,Needs Attention
5232,17636,19,1,285.56,5,1,1,7,Needs Attention
5233,17637,31,2,547.0600000000001,4,2,2,8,Needs Attention
5234,17638,647,2,842.4,1,2,3,6,At Risk
5235,17639,276,6,615.17,2,3,2,7,Needs Attention
5236,17640,87,6,3168.94,3,3,5,11,Loyal Customers
5237,17642,120,5,1824.49,3,3,4,10,Loyal Customers
5238,17643,373,2,541.25,2,2,2,6,At Risk
5239,17644,1,20,6028.6,5,5,5,15,Champions
5240,17646,219,12,4149.79,2,4,5,11,Loyal Customers
5241,17647,65,3,331.65999999999997,3,2,2,7,Needs Attention
5242,17648,61,5,2216.37,3,3,4,10,Loyal Customers
5243,17649,138,3,1578.89,3,2,4,9,Needs Attention
5244,17650,21,1,166.08,4,1,1,6,At Risk
5245,17651,12,16,5703.52,5,5,5,15,Champions
5246,17652,25,12,4867.72,4,4,5,13,Champions
5247,17653,37,4,1207.56,4,3,3,10,Loyal Customers
5248,17654,277,1,117.55,2,1,1,4,At Risk
5249,17655,11,9,3652.48,5,4,5,14,Champions
5250,17656,73,5,1674.69,3,3,4,10,Loyal Customers
5251,17657,430,1,126.0,1,1,1,3,At Risk
5252,17658,26,2,595.42,4,2,2,8,Needs Attention
5253,17659,17,14,3834.79,5,5,5,15,Champions
5254,17660,141,2,359.47,3,2,2,7,Needs Attention
5255,17662,662,2,412.92,1,2,2,5,At Risk
5256,17663,26,17,5175.83,4,5,5,14,Champions
5257,17664,19,4,1166.23,5,3,3,11,Loyal Customers
5258,17665,493,1,563.1,1,1,2,4,At Risk
5259,17666,4,5,2047.8,5,3,4,12,Loyal Customers
5260,17667,66,9,3950.7,3,4,5,12,Loyal Customers
5261,17668,1,2,347.75,5,2,2,9,Needs Attention
5262,17669,43,10,6142.35,4,4,5,13,Champions
5263,17670,228,1,205.7,2,1,1,4,At Risk
5264,17671,16,5,2403.34,5,3,4,12,Loyal Customers
5265,17672,50,7,5778.63,4,3,5,12,Loyal Customers
5266,17673,2,13,4233.58,5,4,5,14,Champions
5267,17674,74,2,851.7,3,2,3,8,Needs Attention
5268,17675,1,70,38259.6,5,5,5,15,Champions
5269,17676,4,10,2765.84,5,4,4,13,Champions
5270,17677,2,54,36692.91,5,5,5,15,Champions
5271,17678,264,2,599.76,2,2,2,6,At Risk
5272,17679,53,7,3577.61,4,3,5,12,Loyal Customers
5273,17680,24,3,497.45,4,2,2,8,Needs Attention
5274,17681,597,5,731.2,1,3,3,7,Needs Attention
5275,17682,10,11,4456.78,5,4,5,14,Champions
5276,17683,386,3,819.01,2,2,3,7,Needs Attention
5277,17684,44,1,239.41,4,1,1,6,At Risk
5278,17685,17,12,5943.17,5,4,5,14,Champions
5279,17686,7,9,8296.81,5,4,5,14,Champions
5280,17687,421,1,432.68,1,1,2,4,At Risk
5281,17688,394,1,304.2,2,1,2,5,At Risk
5282,17689,388,2,317.08,2,2,2,6,At Risk
5283,17690,30,20,7448.1,4,5,5,14,Champions
5284,17691,358,4,780.0500000000001,2,3,3,8,Needs Attention
5285,17692,127,12,2975.8,3,4,5,12,Loyal Customers
5286,17693,137,1,200.47,3,1,1,5,At Risk
5287,17694,142,3,1695.97,3,2,4,9,Needs Attention
5288,17695,132,5,1746.04,3,3,4,10,Loyal Customers
5289,17696,38,27,7679.59,4,5,5,14,Champions
5290,17697,236,1,338.95,2,1,2,5,At Risk
5291,17698,261,1,154.95,2,1,1,4,At Risk
5292,17699,477,2,442.0,1,2,2,5,At Risk
5293,17700,17,14,6679.97,5,5,5,15,Champions
5294,17701,253,1,417.95,2,1,2,5,At Risk
5295,17702,30,6,3144.04,4,3,5,12,Loyal Customers
5296,17703,35,4,1094.84,4,3,3,10,Loyal Customers
5297,17704,169,2,885.19,3,2,3,8,Needs Attention
5298,17705,3,11,2083.9,5,4,4,13,Champions
5299,17706,4,31,20749.98,5,5,5,15,Champions
5300,17707,185,8,609.3000000000001,3,4,2,9,Needs Attention
5301,17708,188,4,887.9300000000001,3,3,3,9,Needs Attention
5302,17709,170,5,671.01,3,3,3,9,Needs Attention
5303,17710,424,1,293.5,1,1,2,4,At Risk
5304,17711,11,2,385.1,5,2,2,9,Needs Attention
5305,17712,45,1,522.91,4,1,2,7,Needs Attention
5306,17713,382,4,1198.09,2,3,3,8,Needs Attention
5307,17714,321,5,1410.18,2,3,4,9,Needs Attention
5308,17715,201,2,489.59999999999997,2,2,2,6,At Risk
5309,17716,23,24,15956.97,4,5,5,14,Champions
5310,17717,421,1,376.92,1,1,2,4,At Risk
5311,17718,232,2,439.18,2,2,2,6,At Risk
5312,17719,38,15,5396.04,4,5,5,14,Champions
5313,17720,26,10,2768.91,4,4,4,12,Loyal Customers
5314,17721,659,1,307.21000000000004,1,1,2,4,At Risk
5315,17722,96,5,4430.36,3,3,5,11,Loyal Customers
5316,17723,127,7,3378.4000000000005,3,3,5,11,Loyal Customers
5317,17724,71,3,1033.0,3,2,3,8,Needs Attention
5318,17725,16,11,3439.08,5,4,5,14,Champions
5319,17726,395,7,1092.06,2,3,3,8,Needs Attention
5320,17727,15,1,1060.25,5,1,3,9,Needs Attention
5321,17728,4,5,4238.76,5,3,5,13,Champions
5322,17729,596,1,438.65000000000003,1,1,2,4,At Risk
5323,17730,3,20,7773.8,5,5,5,15,Champions
5324,17731,79,6,1708.99,3,3,4,10,Loyal Customers
5325,17732,373,8,2470.39,2,4,4,10,Loyal Customers
5326,17733,39,2,692.19,4,2,3,9,Needs Attention
5327,17734,54,6,1442.32,4,3,4,11,Loyal Customers
5328,17735,2,26,17244.93,5,5,5,15,Champions
5329,17736,9,3,377.44,5,2,2,9,Needs Attention
5330,17737,9,2,168.24,5,2,1,8,Needs Attention
5331,17738,19,13,4183.56,5,4,5,14,Champions
5332,17739,12,18,7730.59,5,5,5,15,Champions
5333,17740,389,6,426.9,2,3,2,7,Needs Attention
5334,17741,407,2,101.1,2,2,1,5,At Risk
5335,17742,113,11,2098.48,3,4,4,11,Loyal Customers
5336,17743,448,1,229.2,1,1,1,3,At Risk
5337,17744,4,7,2649.14,5,3,4,12,Loyal Customers
5338,17745,478,2,600.34,1,2,2,5,At Risk
5339,17746,240,4,904.1800000000001,2,3,3,8,Needs Attention
5340,17747,113,1,71.4,3,1,1,5,At Risk
5341,17748,527,1,358.15,1,1,2,4,At Risk
5342,17749,178,3,1026.18,3,2,3,8,Needs Attention
5343,17750,5,9,1797.57,5,4,4,13,Champions
5344,17751,421,1,157.85999999999999,1,1,1,3,At Risk
5345,17752,359,1,80.64,2,1,1,4,At Risk
5346,17753,464,4,390.56,1,3,2,6,At Risk
5347,17754,1,13,4577.53,5,4,5,14,Champions
5348,17756,376,3,733.7,2,2,3,7,Needs Attention
5349,17757,1,56,9422.45,5,5,5,15,Champions
5350,17758,19,12,5012.53,5,4,5,14,Champions
5351,17759,17,5,1276.91,5,3,4,12,Loyal Customers
5352,17760,22,6,918.93,4,3,3,10,Loyal Customers
5353,17761,33,1,712.78,4,1,3,8,Needs Attention
5354,17762,456,1,129.75,1,1,1,3,At Risk
5355,17763,263,4,86.15,2,3,1,6,At Risk
5356,17764,51,5,1623.64,4,3,4,11,Loyal Customers
5357,17765,159,4,530.8,3,3,2,8,Needs Attention
5358,17766,381,2,299.61,2,2,2,6,At Risk
5359,17767,15,2,413.05,5,2,2,9,Needs Attention
5360,17768,8,7,3509.51,5,3,5,13,Champions
5361,17769,13,17,7103.08,5,5,5,15,Champions
5362,17770,199,5,1143.27,2,3,3,8,Needs Attention
5363,17771,57,4,387.41,4,3,2,9,Needs Attention
5364,17772,11,3,384.77,5,2,2,9,Needs Attention
5365,17773,514,2,585.27,1,2,2,5,At Risk
5366,17774,97,9,3328.05,3,4,5,12,Loyal Customers
5367,17775,255,1,56.4,2,1,1,4,At Risk
5368,17776,387,2,338.56,2,2,2,6,At Risk
5369,17777,25,3,665.86,4,2,3,9,Needs Attention
5370,17778,662,1,197.70000000000002,1,1,1,3,At Risk
5371,17779,21,3,658.57,4,2,3,9,Needs Attention
5372,17780,667,3,352.91,1,2,2,5,At Risk
5373,17781,159,2,188.02,3,2,1,6,At Risk
5374,17782,383,2,679.02,2,2,3,7,Needs Attention
5375,17783,72,3,379.91,3,2,2,7,Needs Attention
5376,17784,550,1,112.86,1,1,1,3,At Risk
5377,17785,53,3,403.38,4,2,2,8,Needs Attention
5378,17786,85,2,278.74,3,2,1,6,At Risk
5379,17787,153,4,2601.4700000000003,3,3,4,10,Loyal Customers
5380,17788,74,2,1117.9,3,2,3,8,Needs Attention
5381,17789,281,2,397.15,2,2,2,6,At Risk
5382,17790,27,20,2783.61,4,5,4,13,Champions
5383,17791,30,1,106.1,4,1,1,6,At Risk
5384,17792,467,2,370.05,1,2,2,5,At Risk
5385,17793,25,1,323.04,4,1,2,7,Needs Attention
5386,17794,687,2,147.3,1,2,1,4,At Risk
5387,17795,180,2,350.39,3,2,2,7,Needs Attention
5388,17796,40,7,1361.99,4,3,4,11,Loyal Customers
5389,17797,22,8,1985.87,4,4,4,12,Loyal Customers
5390,17798,582,1,183.09,1,1,1,3,At Risk
5391,17799,22,20,6341.89,4,5,5,14,Champions
5392,17800,37,9,1199.01,4,4,3,11,Loyal Customers
5393,17801,451,3,798.3299999999999,1,2,3,6,At Risk
5394,17802,82,10,5053.12,3,4,5,12,Loyal Customers
5395,17803,392,1,184.66,2,1,1,4,At Risk
5396,17804,376,3,385.23,2,2,2,6,At Risk
5397,17805,74,2,927.03,3,2,3,8,Needs Attention
5398,17806,11,1,546.04,5,1,2,8,Needs Attention
5399,17807,395,3,437.87,2,2,2,6,At Risk
5400,17808,549,4,262.64,1,3,1,5,At Risk
5401,17809,16,20,11337.39,5,5,5,15,Champions
5402,17810,669,2,374.81,1,2,2,5,At Risk
5403,17811,4,47,9609.8,5,5,5,15,Champions
5404,17812,13,7,1165.8899999999999,5,3,3,11,Loyal Customers
5405,17813,14,5,1770.8799999999999,5,3,4,12,Loyal Customers
5406,17814,375,2,1617.32,2,2,4,8,Needs Attention
5407,17815,393,1,591.96,2,1,2,5,At Risk
5408,17816,37,6,112.32,4,3,1,8,Needs Attention
5409,17817,4,6,807.85,5,3,3,11,Loyal Customers
5410,17818,738,1,130.18,1,1,1,3,At Risk
5411,17819,72,12,6612.5199999999995,3,4,5,12,Loyal Customers
5412,17820,374,1,183.56,2,1,1,4,At Risk
5413,17821,406,1,334.62,2,1,2,5,At Risk
5414,17822,420,5,2188.5,1,3,4,8,Needs Attention
5415,17823,421,2,494.25,1,2,2,5,At Risk
5416,17824,51,1,298.4,4,1,2,7,Needs Attention
5417,17825,599,4,731.96,1,3,3,7,Needs Attention
5418,17826,374,1,134.59,2,1,1,4,At Risk
5419,17827,5,6,2388.05,5,3,4,12,Loyal Customers
5420,17828,23,4,1820.09,4,3,4,11,Loyal Customers
5421,17829,299,5,4756.74,2,3,5,10,Loyal Customers
5422,17830,2,3,398.7,5,2,2,9,Needs Attention
5423,17831,33,1,35.400000000000006,4,1,1,6,At Risk
5424,17832,50,1,155.37,4,1,1,6,At Risk
5425,17833,723,1,342.36,1,1,2,4,At Risk
5426,17834,415,2,730.47,1,2,3,6,At Risk
5427,17835,3,3,350.64,5,2,2,9,Needs Attention
5428,17836,47,1,110.21000000000001,4,1,1,6,At Risk
5429,17837,42,8,1593.38,4,4,4,12,Loyal Customers
5430,17838,27,13,6722.900000000001,4,4,5,13,Champions
5431,17839,42,1,338.8,4,1,2,7,Needs Attention
5432,17840,444,1,185.72,1,1,1,3,At Risk
5433,17841,2,211,70884.07,5,5,5,15,Champions
5434,17842,602,1,430.69,1,1,2,4,At Risk
5435,17843,303,2,326.23,2,2,2,6,At Risk
5436,17844,107,1,51.559999999999995,3,1,1,5,At Risk
5437,17845,555,4,598.19,1,3,2,6,At Risk
5438,17846,85,1,2033.1,3,1,4,8,Needs Attention
5439,17847,516,2,129.69,1,2,1,4,At Risk
5440,17848,81,30,3650.9,3,5,5,13,Champions
5441,17849,218,8,1063.76,2,4,3,9,Needs Attention
5442,17850,372,155,56600.08,2,5,5,12,Loyal Customers
5443,17851,422,6,1563.34,1,3,4,8,Needs Attention
5444,17852,12,5,663.21,5,3,3,11,Loyal Customers
5445,17853,407,3,1608.19,2,2,4,8,Needs Attention
5446,17854,185,6,1071.45,3,3,3,9,Needs Attention
5447,17855,373,1,417.94,2,1,2,5,At Risk
5448,17856,2,4,1418.03,5,3,4,12,Loyal Customers
5449,17857,4,24,28682.24,5,5,5,15,Champions
5450,17858,6,30,12797.65,5,5,5,15,Champions
5451,17859,305,1,148.21,2,1,1,4,At Risk
5452,17860,369,4,1015.54,2,3,3,8,Needs Attention
5453,17861,3,18,5127.69,5,5,5,15,Champions
5454,17862,324,4,1279.09,2,3,4,9,Needs Attention
5455,17863,59,12,5745.2,4,4,5,13,Champions
5456,17864,13,5,924.32,5,3,3,11,Loyal Customers
5457,17865,31,46,26374.39,4,5,5,14,Champions
5458,17866,143,3,1134.95,3,2,3,8,Needs Attention
5459,17867,30,15,1621.2800000000002,4,5,4,13,Champions
5460,17868,386,1,234.65,2,1,1,4,At Risk
5461,17869,107,7,1036.16,3,3,3,9,Needs Attention
5462,17870,2,13,3108.15,5,4,5,14,Champions
5463,17871,205,5,1118.99,2,3,3,8,Needs Attention
5464,17872,382,1,235.87,2,1,1,4,At Risk
5465,17873,80,18,6515.88,3,5,5,13,Champions
5466,17874,185,6,683.46,3,3,3,9,Needs Attention
5467,17875,688,1,167.1,1,1,1,3,At Risk
5468,17876,400,3,3424.02,2,2,5,9,Needs Attention
5469,17877,170,1,237.61,3,1,1,5,At Risk
5470,17878,44,3,1412.33,4,2,4,10,Loyal Customers
5471,17879,174,1,178.51999999999998,3,1,1,5,At Risk
5472,17880,365,3,824.9200000000001,2,2,3,7,Needs Attention
5473,17881,304,1,133.35000000000002,2,1,1,4,At Risk
5474,17882,379,2,313.46,2,2,2,6,At Risk
5475,17883,3,7,995.85,5,3,3,11,Loyal Customers
5476,17884,4,20,3072.89,5,5,5,15,Champions
5477,17885,12,1,190.19,5,1,1,7,Needs Attention
5478,17886,32,6,1608.38,4,3,4,11,Loyal Customers
5479,17887,129,1,111.35,3,1,1,5,At Risk
5480,17888,21,25,1820.44,4,5,4,13,Champions
5481,17889,212,7,774.87,2,3,3,8,Needs Attention
5482,17890,323,2,602.09,2,2,2,6,At Risk
5483,17891,162,1,203.85999999999999,3,1,1,5,At Risk
5484,17892,56,3,244.1,4,2,1,7,Needs Attention
5485,17893,225,1,112.25,2,1,1,4,At Risk
5486,17894,72,18,2453.38,3,5,4,12,Loyal Customers
5487,17895,44,1,98.0,4,1,1,6,At Risk
5488,17896,23,1,256.32,4,1,1,6,At Risk
5489,17897,173,9,2585.0,3,4,4,11,Loyal Customers
5490,17898,85,4,299.18,3,3,2,8,Needs Attention
5491,17899,159,1,155.8,3,1,1,5,At Risk
5492,17900,190,2,112.19999999999999,2,2,1,5,At Risk
5493,17901,29,3,260.08,4,2,1,7,Needs Attention
5494,17902,547,1,216.39999999999998,1,1,1,3,At Risk
5495,17903,394,1,381.09000000000003,2,1,2,5,At Risk
5496,17904,21,1,191.67,4,1,1,6,At Risk
5497,17905,71,13,2383.52,3,4,4,11,Loyal Customers
5498,17906,247,1,72.9,2,1,1,4,At Risk
5499,17907,641,1,291.76,1,1,2,4,At Risk
5500,17908,374,5,1411.54,2,3,4,9,Needs Attention
5501,17909,737,1,132.55,1,1,1,3,At Risk
5502,17910,726,1,261.7,1,1,1,3,At Risk
5503,17911,9,1,366.23,5,1,2,8,Needs Attention
5504,17912,310,6,375.5,2,3,2,7,Needs Attention
5505,17913,59,14,3479.64,4,5,5,14,Champions
5506,17914,4,1,336.43,5,1,2,8,Needs Attention
5507,17915,551,1,242.13,1,1,1,3,At Risk
5508,17916,629,2,43.87,1,2,1,4,At Risk
5509,17917,45,3,341.28,4,2,2,8,Needs Attention
5510,17918,501,3,396.39,1,2,2,5,At Risk
5511,17919,88,2,1840.32,3,2,4,9,Needs Attention
5512,17920,4,54,24516.46,5,5,5,15,Champions
5513,17921,64,10,2423.5,3,4,4,11,Loyal Customers
5514,17922,543,1,170.4,1,1,1,3,At Risk
5515,17923,282,3,497.0,2,2,2,6,At Risk
5516,17924,12,8,3536.7000000000003,5,4,5,14,Champions
5517,17925,373,1,488.16,2,1,2,5,At Risk
5518,17926,133,5,1035.49,3,3,3,9,Needs Attention
5519,17927,722,1,294.0,1,1,2,4,At Risk
5520,17928,45,3,341.24,4,2,2,8,Needs Attention
5521,17929,11,12,3082.1,5,4,5,14,Champions
5522,17930,36,13,4275.22,4,4,5,13,Champions
5523,17931,134,14,3437.29,3,5,5,13,Champions
5524,17932,29,3,1331.57,4,2,4,10,Loyal Customers
5525,17933,632,1,114.69,1,1,1,3,At Risk
5526,17934,52,3,1049.15,4,2,3,9,Needs Attention
5527,17935,138,7,686.14,3,3,3,9,Needs Attention
5528,17936,5,1,389.84,5,1,2,8,Needs Attention
5529,17937,9,7,4301.22,5,3,5,13,Champions
5530,17938,420,1,144.29,1,1,1,3,At Risk
5531,17939,160,1,99.14,3,1,1,5,At Risk
5532,17940,49,16,30393.19,4,5,5,14,Champions
5533,17941,131,4,1433.28,3,3,4,10,Loyal Customers
5534,17942,8,1,77.50000000000001,5,1,1,7,Needs Attention
5535,17944,423,1,75.41,1,1,1,3,At Risk
5536,17945,697,3,360.35,1,2,2,5,At Risk
5537,17946,233,2,149.57999999999998,2,2,1,5,At Risk
5538,17947,37,1,176.68,4,1,1,6,At Risk
5539,17948,147,1,358.56000000000006,3,1,2,6,At Risk
5540,17949,1,118,118628.08,5,5,5,15,Champions
5541,17950,72,7,1432.81,3,3,4,10,Loyal Customers
5542,17951,40,4,1636.0800000000002,4,3,4,11,Loyal Customers
5543,17952,378,4,819.61,2,3,3,8,Needs Attention
5544,17953,540,1,160.82,1,1,1,3,At Risk
5545,17954,5,19,3966.05,5,5,5,15,Champions
5546,17955,199,6,949.9,2,3,3,8,Needs Attention
5547,17956,249,1,12.75,2,1,1,4,At Risk
5548,17957,66,1,111.68,3,1,1,5,At Risk
5549,17958,117,2,973.88,3,2,3,8,Needs Attention
5550,17959,592,1,140.75,1,1,1,3,At Risk
5551,17960,171,3,135.08,3,2,1,6,At Risk
5552,17961,21,100,2995.54,4,5,5,14,Champions
5553,17962,142,4,687.42,3,3,3,9,Needs Attention
5554,17963,471,4,651.51,1,3,3,7,Needs Attention
5555,17964,32,2,733.46,4,2,3,9,Needs Attention
5556,17965,38,29,7240.9800000000005,4,5,5,14,Champions
5557,17966,38,10,1974.42,4,4,4,12,Loyal Customers
5558,17967,372,2,357.28999999999996,2,2,2,6,At Risk
5559,17968,374,4,888.04,2,3,3,8,Needs Attention
5560,17969,166,20,2369.94,3,5,4,12,Loyal Customers
5561,17970,211,1,582.59,2,1,2,5,At Risk
5562,17971,548,1,161.94,1,1,1,3,At Risk
5563,17972,242,1,136.04,2,1,1,4,At Risk
5564,17973,52,1,337.04,4,1,2,7,Needs Attention
5565,17974,25,6,1858.06,4,3,4,11,Loyal Customers
5566,17975,15,24,7028.83,5,5,5,15,Champions
5567,17976,372,1,706.38,2,1,3,6,At Risk
5568,17977,29,2,1565.6299999999999,4,2,4,10,Loyal Customers
5569,17978,365,4,1461.76,2,3,4,9,Needs Attention
5570,17979,36,4,757.71,4,3,3,10,Loyal Customers
5571,17980,166,4,1033.42,3,3,3,9,Needs Attention
5572,17981,411,1,239.12,1,1,1,3,At Risk
5573,17982,681,1,138.18,1,1,1,3,At Risk
5574,17983,395,1,171.71,2,1,1,4,At Risk
5575,17984,145,5,1191.27,3,3,3,9,Needs Attention
5576,17985,22,1,634.95,4,1,3,8,Needs Attention
5577,17986,56,1,20.8,4,1,1,6,At Risk
5578,17987,185,5,1003.64,3,3,3,9,Needs Attention
5579,17988,12,14,489.54,5,5,2,12,Loyal Customers
5580,17989,379,1,228.82999999999998,2,1,1,4,At Risk
5581,17990,237,6,1527.6100000000001,2,3,4,9,Needs Attention
5582,17991,225,3,320.55,2,2,2,6,At Risk
5583,17992,389,1,254.13,2,1,1,4,At Risk
5584,17993,617,1,235.19,1,1,1,3,At Risk
5585,17994,122,11,2313.32,3,4,4,11,Loyal Customers
5586,17995,282,3,495.48,2,2,2,6,At Risk
5587,17996,380,3,482.33,2,2,2,6,At Risk
5588,17997,74,8,1970.6699999999998,3,4,4,11,Loyal Customers
5589,17998,380,3,639.24,2,2,3,7,Needs Attention
5590,17999,37,3,730.9,4,2,3,9,Needs Attention
5591,18000,564,1,124.25,1,1,1,3,At Risk
5592,18001,12,6,953.84,5,3,3,11,Loyal Customers
5593,18002,376,4,249.92,2,3,1,6,At Risk
5594,18003,376,1,358.61,2,1,2,5,At Risk
5595,18004,362,1,169.47,2,1,1,4,At Risk
5596,18005,4,2,249.72,5,2,1,8,Needs Attention
5597,18006,23,4,997.86,4,3,3,10,Loyal Customers
5598,18007,393,1,220.32,2,1,1,4,At Risk
5599,18008,70,23,19787.13,3,5,5,13,Champions
5600,18009,235,8,2155.83,2,4,4,10,Loyal Customers
5601,18010,257,1,174.8,2,1,1,4,At Risk
5602,18011,373,2,527.03,2,2,2,6,At Risk
5603,18012,723,1,115.3,1,1,1,3,At Risk
5604,18013,155,2,187.29,3,2,1,6,At Risk
5605,18014,28,1,166.42,4,1,1,6,At Risk
5606,18015,4,1,120.03,5,1,1,7,Needs Attention
5607,18016,32,7,1960.46,4,3,4,11,Loyal Customers
5608,18017,81,4,688.0,3,3,3,9,Needs Attention
5609,18018,108,4,297.99,3,3,2,8,Needs Attention
5610,18019,52,1,38.45,4,1,1,6,At Risk
5611,18020,544,1,190.48000000000002,1,1,1,3,At Risk
5612,18021,510,2,227.06,1,2,1,4,At Risk
5613,18022,36,5,1651.79,4,3,4,11,Loyal Customers
5614,18024,153,2,389.78,3,2,2,7,Needs Attention
5615,18025,380,6,1177.72,2,3,3,8,Needs Attention
5616,18026,501,2,2074.07,1,2,4,7,Needs Attention
5617,18027,99,1,115.31,3,1,1,5,At Risk
5618,18028,583,1,192.05,1,1,1,3,At Risk
5619,18029,642,1,433.77,1,1,2,4,At Risk
5620,18030,4,2,230.64999999999998,5,2,1,8,Needs Attention
5621,18031,379,1,462.09999999999997,2,1,2,5,At Risk
5622,18032,334,1,73.5,2,1,1,4,At Risk
5623,18033,65,1,97.97,3,1,1,5,At Risk
5624,18034,22,3,793.7,4,2,3,9,Needs Attention
5625,18035,36,5,1276.74,4,3,4,11,Loyal Customers
5626,18036,32,11,1563.6399999999999,4,4,4,12,Loyal Customers
5627,18037,154,15,167.42,3,5,1,9,Needs Attention
5628,18038,556,1,149.41,1,1,1,3,At Risk
5629,18039,374,4,579.17,2,3,2,7,Needs Attention
5630,18040,19,2,357.20000000000005,5,2,2,9,Needs Attention
5631,18041,12,38,8752.38,5,5,5,15,Champions
5632,18042,54,2,281.15,4,2,1,7,Needs Attention
5633,18043,25,3,875.97,4,2,3,9,Needs Attention
5634,18044,4,18,3505.61,5,5,5,15,Champions
5635,18045,45,1,189.4,4,1,1,6,At Risk
5636,18046,650,1,189.63,1,1,1,3,At Risk
5637,18047,381,2,342.69,2,2,2,6,At Risk
5638,18048,203,3,401.73,2,2,2,6,At Risk
5639,18049,437,2,556.52,1,2,2,5,At Risk
5640,18050,359,2,412.06,2,2,2,6,At Risk
5641,18051,634,7,2282.28,1,3,4,8,Needs Attention
5642,18052,565,1,10877.18,1,1,5,7,Needs Attention
5643,18053,71,3,571.07,3,2,2,7,Needs Attention
5644,18054,393,1,176.5,2,1,1,4,At Risk
5645,18055,7,14,11195.57,5,5,5,15,Champions
5646,18056,288,2,554.6,2,2,2,6,At Risk
5647,18057,393,3,1203.56,2,2,3,7,Needs Attention
5648,18058,10,3,774.06,5,2,3,10,Loyal Customers
5649,18059,23,3,306.46,4,2,2,8,Needs Attention
5650,18060,408,2,1185.46,2,2,3,7,Needs Attention
5651,18061,22,28,6488.97,4,5,5,14,Champions
5652,18062,173,6,1632.67,3,3,4,10,Loyal Customers
5653,18063,391,2,186.60000000000002,2,2,1,5,At Risk
5654,18064,133,11,4495.03,3,4,5,12,Loyal Customers
5655,18065,6,29,5866.63,5,5,5,15,Champions
5656,18066,75,3,1440.4,3,2,4,9,Needs Attention
5657,18067,40,1,396.33,4,1,2,7,Needs Attention
5658,18068,289,1,101.69999999999999,2,1,1,4,At Risk
5659,18069,26,11,4540.56,4,4,5,13,Champions
5660,18070,669,1,314.1,1,1,2,4,At Risk
5661,18071,258,6,1428.63,2,3,4,9,Needs Attention
5662,18072,186,1,247.44,3,1,1,5,At Risk
5663,18073,114,12,3877.5200000000004,3,4,5,12,Loyal Customers
5664,18074,374,2,1509.04,2,2,4,8,Needs Attention
5665,18075,23,20,5783.29,4,5,5,14,Champions
5666,18076,380,1,151.49,2,1,1,4,At Risk
5667,18077,8,18,4338.56,5,5,5,15,Champions
5668,18078,217,4,844.6,2,3,3,8,Needs Attention
5669,18079,45,5,4242.75,4,3,5,12,Loyal Customers
